roi_id,net_01_pct_in_devatlas,net_02_pct_in_devatlas,net_03_pct_in_devatlas,net_04_pct_in_devatlas,net_05_pct_in_devatlas,net_06_pct_in_devatlas,net_07_pct_in_devatlas,net_08_pct_in_devatlas,net_09_pct_in_devatlas,net_10_pct_in_devatlas,net_11_pct_in_devatlas,net_12_pct_in_devatlas,net_13_pct_in_devatlas,net_14_pct_in_devatlas,net_15_pct_in_devatlas,net_16_pct_in_devatlas,net_17_pct_in_devatlas,net_18_pct_in_devatlas,net_19_pct_in_devatlas,net_20_pct_in_devatlas,net_21_pct_in_devatlas,net_22_pct_in_devatlas,net_23_pct_in_devatlas,net_24_pct_in_devatlas
27,0.0,0.0,0.0,0.0,0.0,0.0,0.673966,0.0,0.180049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082725,0.0,0.0,0.0,0.06326
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769335,0.179104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156
29,0.0,0.0,0.0,0.0,0.0,0.201835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608563,0.189602,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.188406,0.011594,0.0,0.0,0.0,0.069565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101449,0.0,0.614493,0.014493,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856771,0.119792,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.592949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400641,0.00641,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018868,0.0,0.0,0.0,0.0,0.0,0.0,0.025157,0.955975,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.107735,0.0,0.0,0.121547,0.0,0.0,0.0,0.0,0.226519,0.0,0.0,0.0,0.0,0.0,0.0,0.096685,0.447514,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293963,0.706037,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.300261,0.0,0.18799,0.0,0.0,0.0,0.0,0.018277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493473,0.0,0.0,0.0
37,0.0,0.0,0.0,0.046709,0.063694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380042,0.0,0.0,0.0
38,0.0,0.0,0.0,0.075404,0.244165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055655,0.0,0.0,0.0
39,0.0,0.0,0.0,0.010714,0.414286,0.078571,0.0,0.0,0.0,0.0,0.0,0.0,0.003571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492857,0.0,0.0,0.0
40,0.0,0.0,0.0,0.190476,0.703297,0.047619,0.0,0.021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03663,0.0,0.0,0.0,0.0,0.0,0.0
41,0.089069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.039683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.093117,0.101215,0.0,0.44332,0.0,0.0,0.0,0.044534,0.0,0.0,0.0,0.0,0.0,0.0,0.192308,0.125506,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470852,0.419283,0.0,0.0,0.0,0.109865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.524752,0.00198,0.0,0.20396,0.0,0.0,0.0,0.047525,0.0,0.0,0.0,0.0,0.0,0.0,0.221782,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.135135,0.0,0.435435,0.388889,0.0,0.0,0.0,0.040541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.553333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046667,0.026667,0.0,0.0,0.0
48,0.69869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.085153,0.0,0.0,0.008734,0.004367,0.004367,0.0,0.0,0.770742,0.0,0.0,0.0,0.098253,0.0,0.0,0.0,0.0,0.0,0.0,0.024017,0.0,0.004367,0.0,0.0
50,0.156977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703488,0.0,0.0,0.0,0.139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.05386,0.0,0.019749,0.0,0.0,0.0,0.330341,0.0,0.0,0.0,0.0,0.0,0.0,0.233393,0.362657,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301552,0.033259,0.0,0.0,0.0,0.543237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121951,0.0,0.0,0.0
53,0.0,0.0,0.0,0.001115,0.114827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005574,0.0,0.03456,0.168339,0.0,0.0,0.675585,0.0,0.0
54,0.0,0.0,0.0,0.0,0.071017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071,0.0,0.0,0.0,0.898273,0.0,0.0
55,0.0,0.0,0.0,0.0,0.332863,0.0,0.0,0.0,0.0,0.0,0.0,0.03244,0.0,0.0,0.091678,0.03385,0.0,0.015515,0.455571,0.002821,0.035261,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.362302,0.0,0.0,0.0,0.0,0.0,0.0,0.108352,0.0,0.0,0.103837,0.002257,0.366817,0.056433,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424679,0.0,0.0,0.575321,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.039936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110224,0.78115,0.0,0.0,0.0,0.0,0.06869,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868794,0.0,0.0,0.131206,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011765,0.901176,0.087059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.004608,0.645161,0.18894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023041,0.006912,0.0,0.0,0.131336,0.0,0.0
62,0.0,0.0,0.0,0.650831,0.209026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009501,0.0,0.0,0.0,0.0,0.130641,0.0,0.0
63,0.0,0.0,0.0,0.091275,0.15302,0.12349,0.002685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308725,0.0,0.251007,0.056376,0.013423,0.0,0.0
64,0.0,0.0,0.0,0.109792,0.237389,0.0,0.0,0.032641,0.0,0.146884,0.0,0.001484,0.0,0.0,0.0,0.0,0.0,0.451039,0.0,0.001484,0.0,0.019288,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081395,0.909884,0.0,0.0,0.008721,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127119,0.688559,0.048729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987805,0.0,0.0,0.012195,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998333,0.001667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.034351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725191,0.0,0.0,0.0
70,0.619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.0
71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.973046,0.002695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005391,0.0,0.0,0.0,0.0,0.018868,0.0,0.0
73,0.0,0.0,0.945069,0.019975,0.019975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001248,0.0,0.0,0.001248,0.0,0.0,0.0,0.0,0.0,0.012484,0.0,0.0
74,0.0,0.0,0.77931,0.114483,0.06069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.0,0.004138,0.016552,0.0,0.0,0.0,0.0,0.023448,0.0,0.0
75,0.0,0.0,0.728843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271157,0.0,0.0,0.0
76,0.0,0.0,0.983114,0.001876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015009,0.0,0.0
77,0.0,0.0,0.284987,0.0,0.005089,0.0,0.0,0.0,0.005089,0.0,0.0,0.0,0.022901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681934,0.0,0.0,0.0
78,0.01992,0.011952,0.37251,0.001992,0.0,0.0,0.0,0.0,0.045817,0.0,0.0,0.0,0.055777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492032,0.0,0.0,0.0
79,0.007776,0.0,0.413686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578538,0.0,0.0,0.0
80,0.04023,0.04023,0.821839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097701,0.0,0.0,0.0
81,0.111765,0.0,0.001961,0.0,0.0,0.0,0.833333,0.0,0.007843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001961,0.043137,0.0,0.0,0.0
82,0.068702,0.0,0.007634,0.0,0.0,0.0,0.0,0.923664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.219251,0.0,0.0,0.0,0.0,0.0,0.07754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703209,0.0,0.0,0.0
84,0.410339,0.0,0.0,0.0,0.0,0.0,0.0,0.109855,0.006462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473344,0.0,0.0,0.0
85,0.0,0.0,0.001706,0.076792,0.0,0.370307,0.143345,0.0,0.0,0.015358,0.001706,0.0,0.0,0.0,0.005119,0.0,0.0,0.078498,0.0,0.047782,0.259386,0.0,0.0,0.0
86,0.008306,0.023256,0.043189,0.152824,0.0,0.32392,0.0,0.239203,0.0,0.034884,0.009967,0.0299,0.0,0.0,0.0,0.0,0.0,0.134551,0.0,0.0,0.0,0.0,0.0,0.0
87,0.36,0.0,0.035152,0.0,0.0,0.0,0.083636,0.0,0.001212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0
88,0.224543,0.121845,0.322889,0.0,0.0,0.0,0.0,0.167972,0.001741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16101,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.177994,0.0,0.0,0.0,0.326861,0.0,0.006472,0.0,0.0,0.0,0.0,0.0,0.006472,0.0,0.482201,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.107914,0.0,0.007194,0.0,0.733813,0.0,0.143885,0.0,0.0,0.0,0.0,0.0,0.007194,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
95,0.00303,0.0,0.0,0.0,0.0,0.0,0.875758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121212,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.458128,0.076355,0.0,0.0,0.066502,0.0,0.051724,0.0,0.0,0.0,0.0,0.0,0.169951,0.0,0.17734,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.005882,0.0,0.023529,0.0,0.373529,0.0,0.379412,0.0,0.0,0.0,0.0,0.0,0.217647,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.006061,0.0,0.972727,0.0,0.0,0.0,0.021212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.148515,0.811881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039604,0.0,0.0,0.0,0.0
102,0.0,0.006494,0.0,0.0,0.0,0.142857,0.0,0.850649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.023529,0.741176,0.0,0.0,0.0,0.079412,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.002941,0.002941,0.002941,0.0,0.0,0.0,0.0,0.088235,0.0,0.0,0.0
104,0.0,0.677966,0.0,0.0,0.0,0.030508,0.0,0.0,0.0,0.240678,0.0,0.0,0.0,0.0,0.00339,0.047458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.015608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.749164,0.0,0.0,0.0,0.219621,0.0,0.0,0.013378,0.0,0.0,0.0,0.0,0.0,0.00223,0.0
106,0.0,0.021223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80025,0.0,0.0,0.0,0.167291,0.0,0.0,0.0,0.0,0.011236,0.0,0.0,0.0,0.0,0.0
107,0.0,0.028689,0.0,0.0,0.0,0.198087,0.0,0.0,0.0,0.770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002732,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.008547,0.0,0.0,0.001425,0.058405,0.0,0.0,0.0,0.900285,0.001425,0.0,0.0,0.0,0.001425,0.0,0.0,0.021368,0.007123,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.142857,0.857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.567568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.72549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.119122,0.0,0.0,0.0,0.003135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877743,0.0,0.0,0.0
122,0.0,0.0,0.366762,0.0,0.0,0.0,0.0,0.051576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581662,0.0,0.0,0.0
123,0.0,0.0,0.110482,0.011331,0.0,0.025496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852691,0.0,0.0,0.0
124,0.0,0.0,0.993031,0.0,0.0,0.006969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199482,0.222798,0.0,0.0,0.57772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038817,0.260628,0.0,0.0,0.665434,0.0,0.025878,0.009242,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.004184,0.0,0.0,0.0,0.301255,0.621339,0.0,0.004184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069038
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10338,0.846918,0.0,0.003976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045726
129,0.0,0.0,0.0,0.0,0.0,0.064315,0.004149,0.0,0.0,0.0,0.0,0.192946,0.0,0.0,0.006224,0.0,0.0,0.437759,0.176349,0.118257,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.005333,0.0,0.370667,0.504,0.0,0.0,0.0,0.0,0.0,0.0
