roi_id,net_01_pct_in_devatlas,net_02_pct_in_devatlas,net_03_pct_in_devatlas,net_04_pct_in_devatlas,net_05_pct_in_devatlas,net_06_pct_in_devatlas,net_07_pct_in_devatlas,net_08_pct_in_devatlas,net_09_pct_in_devatlas,net_10_pct_in_devatlas,net_11_pct_in_devatlas,net_12_pct_in_devatlas,net_13_pct_in_devatlas,net_14_pct_in_devatlas,net_15_pct_in_devatlas,net_16_pct_in_devatlas,net_17_pct_in_devatlas,net_18_pct_in_devatlas,net_19_pct_in_devatlas,net_20_pct_in_devatlas,net_21_pct_in_devatlas,net_22_pct_in_devatlas,net_23_pct_in_devatlas,net_24_pct_in_devatlas
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808765,0.085657,0.0,0.005976,0.099602,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612832,0.188053,0.199115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797954,0.0,0.0,0.056266,0.0,0.0,0.002558,0.01023,0.132992,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073276,0.0,0.002155,0.0,0.790948,0.0,0.0,0.0,0.0,0.015086,0.068966,0.0,0.0,0.0,0.0,0.0,0.049569
135,0.001914,0.441148,0.0,0.0,0.0,0.0,0.02201,0.0,0.0,0.343541,0.02201,0.113876,0.0,0.0,0.002871,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0
136,0.057642,0.427074,0.0,0.009607,0.0,0.0,0.0,0.0,0.0,0.416594,0.077729,0.011354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.001203,0.0,0.0,0.0,0.0,0.480144,0.0,0.0,0.0,0.0,0.018051,0.0,0.0,0.0,0.0,0.0,0.001203,0.0,0.463297,0.0,0.0,0.0,0.036101
138,0.021807,0.178609,0.0,0.0,0.0,0.0,0.0,0.606438,0.0,0.031153,0.003115,0.107996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050883
139,0.0,0.0,0.0,0.021236,0.0,0.218147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687259,0.001931,0.069498,0.0,0.001931,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.038168,0.0,0.198473,0.0,0.0,0.0,0.028626,0.0,0.0,0.0,0.0,0.027672,0.707061,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.004669,0.016807,0.004669,0.303455,0.422969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003735,0.243697,0.0,0.0,0.0
142,0.0,0.040107,0.059715,0.120321,0.023173,0.159537,0.0,0.557041,0.0,0.0,0.037433,0.0,0.0,0.0,0.0,0.0,0.0,0.002674,0.0,0.0,0.0,0.0,0.0,0.0
143,0.402479,0.195042,0.0,0.034573,0.0,0.001957,0.172864,0.0,0.0,0.015656,0.015656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161774,0.0,0.0,0.0
144,0.336719,0.348438,0.096094,0.00625,0.0,0.001562,0.0,0.208594,0.0,0.002344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.241509,0.559434,0.004717,0.069811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028302,0.0,0.010377,0.079245,0.0,0.004717,0.001887,0.0,0.0
146,0.0,0.0,0.076861,0.581265,0.0,0.006405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048839,0.142514,0.144115,0.0,0.0,0.0,0.0,0.0,0.0
147,0.057034,0.005703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674905,0.0,0.0,0.001901,0.005703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254753
148,0.013605,0.002268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716553,0.004535,0.0,0.0,0.00907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253968
149,0.0,0.022453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252159,0.0,0.0,0.0,0.417962,0.298791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636
150,0.0,0.007485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321856,0.0,0.0,0.0,0.296407,0.344311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02994
151,0.010309,0.351661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372279
152,0.005703,0.384981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000951,0.0,0.0,0.0,0.306084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302281
153,0.536458,0.080729,0.0,0.0,0.0,0.0,0.0,0.0,0.002604,0.0,0.022135,0.0,0.0,0.010417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347656
154,0.450855,0.127137,0.0,0.0,0.0,0.0,0.0,0.0,0.001068,0.0,0.068376,0.0,0.0,0.008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344017
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018319,0.398707,0.0,0.0,0.582974,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436957,0.0,0.0,0.0,0.0,0.563043,0.0,0.0
157,0.0,0.0,0.072419,0.081664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030817,0.112481,0.0,0.0,0.702619,0.0,0.0
158,0.0,0.0,0.02314,0.130579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052893,0.013223,0.0,0.0,0.0,0.780165,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279391,0.669433,0.0,0.0,0.051176,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737333,0.142667,0.0,0.0,0.0,0.12,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.721726,0.0,0.0,0.267857,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703,0.781369,0.212928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.161585,0.493902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253049,0.0,0.0,0.067073,0.0,0.0,0.02439,0.0,0.0
164,0.0,0.0,0.126812,0.565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242754,0.065217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.004184,0.0,0.0,0.0,0.0,0.0,0.112971,0.0,0.0,0.0,0.882845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.009569,0.004785,0.0,0.0,0.0,0.0,0.162679,0.0,0.0,0.0,0.822967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.133858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874,0.0,0.0,0.0
168,0.0,0.0,0.0,0.2287,0.022422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.323077,0.534615,0.0,0.011538,0.0,0.0,0.0,0.0,0.0,0.0,0.084615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046154,0.0,0.0
170,0.0,0.0,0.200704,0.707746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010563,0.0,0.0
171,0.0,0.0,0.0,0.392361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.576389,0.0,0.0
172,0.0,0.0,0.0,0.461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07326,0.003663,0.0,0.0,0.0,0.461538,0.0,0.0
173,0.0,0.0,0.007653,0.647959,0.191327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122449,0.0,0.0,0.0,0.0,0.02551,0.0,0.0,0.0,0.005102,0.0,0.0
174,0.0,0.0,0.006494,0.737013,0.168831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032468,0.0,0.0,0.0,0.0,0.022727,0.0,0.0,0.0,0.032468,0.0,0.0
175,0.172131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737705
176,0.123487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835351
177,0.0,0.0,0.0,0.009662,0.0,0.057971,0.0,0.0,0.231884,0.0,0.0,0.0,0.47343,0.0,0.0,0.0,0.0,0.0,0.0,0.057971,0.0,0.0,0.0,0.169082
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559172,0.0,0.0,0.0,0.39645,0.0,0.0,0.0,0.0,0.0,0.0,0.011834,0.0,0.0,0.0,0.032544
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294737,0.0,0.0,0.0,0.705263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.08311,0.0,0.0,0.0,0.005362,0.0,0.0,0.0,0.911528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.095775,0.464789,0.0,0.0,0.0,0.0,0.0,0.0,0.014085,0.0,0.0,0.0,0.0,0.160563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264789
182,0.067961,0.423948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372168
183,0.0,0.0,0.0,0.460274,0.279452,0.016438,0.0,0.0,0.016438,0.0,0.0,0.0,0.131507,0.0,0.0,0.09589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.518072,0.309237,0.004016,0.0,0.0,0.0,0.0,0.0,0.0,0.100402,0.0,0.004016,0.036145,0.016064,0.012048,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.008278,0.0,0.048013,0.009934,0.057947,0.0,0.0,0.11755,0.0,0.013245,0.0,0.003311,0.0,0.107616,0.39404,0.0,0.0,0.067881,0.0,0.0,0.0,0.0,0.172185
186,0.0,0.0,0.0,0.133455,0.0,0.005484,0.0,0.0,0.104205,0.0,0.010969,0.0,0.027422,0.0,0.007313,0.380256,0.021938,0.0,0.0,0.0,0.0,0.0,0.0,0.308958
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998428,0.0,0.0,0.0,0.001572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82598,0.0,0.0,0.0,0.17402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004193,0.0,0.004193,0.0,0.0,0.0,0.983229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008386,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131944,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001195
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093379,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017628,0.0
195,0.0,0.026316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.01626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004646,0.0,0.0,0.0,0.979094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.02132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.001936,0.03485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006776
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745803,0.0,0.0,0.0,0.093525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160671,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754386,0.0,0.0,0.0,0.024561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221053,0.0
201,0.0,0.0,0.0,0.004016,0.0,0.0,0.0,0.0,0.0,0.967871,0.002677,0.0,0.0,0.0,0.024096,0.0,0.0,0.001339,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01145,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014271,0.0,0.0,0.0,0.276249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70948,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027921,0.0,0.0,0.0,0.219235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752844,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246804,0.0,0.0,0.0,0.018682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734513,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300961,0.0,0.0,0.0,0.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63714,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.9664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021705,0.0,0.012403,0.0,0.947287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018605
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381693,0.001727,0.426598,0.0,0.189983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.024675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427273,0.009091,0.480519,0.0,0.058442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.017241,0.0,0.0,0.103448,0.0,0.086207,0.0,0.0,0.758621,0.0,0.0,0.0,0.017241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241,0.0,0.0
212,0.208333,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138889,0.0,0.0
213,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733333,0.0,0.0
214,0.0,0.0,0.0,0.037037,0.037037,0.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.0,0.0,0.0,0.0,0.777778,0.0,0.0
215,0.109974,0.335038,0.0,0.0,0.0,0.0,0.0,0.0,0.496164,0.0,0.0,0.0,0.002558,0.043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007673,0.0,0.005115
216,0.136905,0.544643,0.0,0.0,0.0,0.0,0.0,0.0,0.297619,0.0,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002976
217,0.0,0.495475,0.0,0.0,0.0,0.0,0.0,0.0,0.242081,0.0,0.0,0.0,0.004525,0.024887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233032
218,0.008065,0.423387,0.0,0.0,0.0,0.0,0.0,0.0,0.270161,0.0,0.0,0.0,0.014113,0.078629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205645
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569412,0.0,0.0,0.0,0.430588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.003175,0.031746,0.0,0.0,0.0,0.425397,0.0,0.0,0.0,0.533333,0.0,0.0,0.0,0.0,0.0,0.006349,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.066176,0.724265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025735,0.0,0.0,0.051471,0.0,0.0,0.0,0.0,0.033088,0.099265,0.0,0.0
222,0.0,0.0,0.0,0.109804,0.784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529,0.0,0.0,0.035294,0.0,0.0,0.0,0.0,0.0,0.047059,0.0,0.0
223,0.0,0.0,0.0,0.013986,0.003497,0.0,0.0,0.0,0.416084,0.0,0.0,0.0,0.297203,0.0,0.0,0.0,0.0,0.0,0.0,0.006993,0.0,0.262238,0.0,0.0
224,0.0,0.0,0.0,0.025352,0.011268,0.0,0.0,0.0,0.535211,0.0,0.0,0.0,0.31831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109859,0.0,0.0
225,0.0,0.0,0.0,0.122642,0.301887,0.003145,0.0,0.0,0.044025,0.0,0.0,0.0,0.440252,0.0,0.0,0.0,0.0,0.0,0.0,0.015723,0.0,0.072327,0.0,0.0
226,0.0,0.0,0.0,0.162602,0.49187,0.0,0.0,0.0,0.02439,0.0,0.0,0.0,0.300813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020325,0.0,0.0
227,0.0,0.0,0.0,0.0,0.260766,0.0,0.0,0.0,0.07177,0.0,0.0,0.0,0.461722,0.0,0.0,0.0,0.0,0.0,0.0,0.021531,0.184211,0.0,0.0,0.0
228,0.0,0.0,0.0,0.001901,0.393536,0.0,0.0,0.007605,0.165399,0.0,0.0,0.0,0.431559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.269608,0.088235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02451,0.0,0.0,0.191176,0.0,0.0,0.088235,0.0,0.0,0.338235,0.0,0.0
230,0.0,0.0,0.0,0.244389,0.149626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032419,0.0,0.0,0.184539,0.13217,0.0,0.0,0.0,0.0,0.256858,0.0,0.0
231,0.0,0.0,0.0,0.063107,0.033981,0.0,0.0,0.0,0.082524,0.0,0.0,0.0,0.805825,0.0,0.0,0.0,0.0,0.0,0.014563,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.038674,0.044199,0.0,0.0,0.01105,0.044199,0.0,0.0,0.0,0.861878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.392857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.0,0.321429,0.0,0.0,0.107143,0.0,0.0
234,0.0,0.0,0.0,0.321212,0.206061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115152,0.012121,0.0,0.018182,0.030303,0.0,0.0,0.0,0.0,0.29697,0.0,0.0
235,0.0,0.0,0.0,0.101449,0.007246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057971,0.0,0.188406,0.0,0.0,0.355072,0.0,0.0,0.289855,0.0,0.0
236,0.0,0.0,0.0,0.065693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065693,0.0,0.160584,0.394161,0.0,0.0,0.0,0.0,0.313869,0.0,0.0
237,0.0,0.005848,0.0,0.0,0.05848,0.0,0.0,0.0,0.140351,0.0,0.0,0.0,0.590643,0.0,0.0,0.0,0.0,0.0,0.005848,0.017544,0.0,0.0,0.0,0.181287
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.325,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
239,0.0,0.0,0.0,0.030043,0.107296,0.0,0.0,0.0,0.0,0.0,0.004292,0.0,0.034335,0.266094,0.0,0.090129,0.0,0.0,0.459227,0.0,0.0,0.004292,0.0,0.004292
240,0.0,0.0,0.0,0.010152,0.172589,0.0,0.0,0.020305,0.020305,0.06599,0.015228,0.0,0.06599,0.406091,0.0,0.030457,0.167513,0.0,0.0,0.0,0.0,0.0,0.0,0.025381
241,0.0,0.010638,0.0,0.0,0.095745,0.0,0.0,0.0,0.079787,0.042553,0.010638,0.0,0.090426,0.457447,0.0,0.021277,0.0,0.0,0.053191,0.0,0.0,0.0,0.005319,0.132979
242,0.0,0.021739,0.0,0.0,0.072464,0.0,0.0,0.065217,0.014493,0.072464,0.0,0.0,0.217391,0.15942,0.0,0.0,0.014493,0.0,0.0,0.0,0.0,0.0,0.0,0.362319
243,0.0,0.005236,0.0,0.0,0.17801,0.0,0.0,0.0,0.052356,0.0,0.015707,0.0,0.350785,0.031414,0.0,0.0,0.0,0.0,0.078534,0.0,0.0,0.0,0.0,0.287958
244,0.0,0.0,0.0,0.0,0.209677,0.0,0.0,0.008065,0.016129,0.0,0.0,0.0,0.508065,0.0,0.0,0.0,0.032258,0.0,0.0,0.0,0.0,0.0,0.0,0.225806
245,0.0,0.0,0.0,0.228956,0.161616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178451,0.010101,0.0,0.010101,0.0,0.0,0.198653,0.0,0.0,0.212121,0.0,0.0
246,0.0,0.0,0.0,0.116105,0.292135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265918,0.048689,0.0,0.044944,0.224719,0.0,0.0,0.0,0.0,0.007491,0.0,0.0
